date,year,data_type,cut,loc,rep,blk,row,rng,plant_no,name,plant_id,plant_name,check,plot,value,id_by_plot,id_by_plant_aug
07_14_17,2017,VIG,5,ALF16,4,1,19,1,3,OTTM,1_19_3,ALF16_1_19_3_OTTM,Test,1_19,6.375,ALF16_1_19_OTTM,ALF16_1_19_3_OTTM
07_14_17,2017,VIG,5,ALF16,1,1,2,1,5,SIBR,1_2_5,ALF16_1_2_5_SIBR,Test,1_2,6.375,ALF16_1_2_SIBR,ALF16_1_2_5_SIBR
07_14_17,2017,VIG,5,ALF16,4,1,22,1,2,EURO,1_22_2,ALF16_1_22_2_EURO,Test,1_22,6.375,ALF16_1_22_EURO,ALF16_1_22_2_EURO
07_14_17,2017,VIG,5,ALF16,4,1,23,1,2,CASIA,1_23_2,ALF16_1_23_2_CASIA,Test,1_23,6.375,ALF16_1_23_CASIA,ALF16_1_23_2_CASIA
07_14_17,2017,VIG,5,ALF16,4,1,23,1,5,CASIA,1_23_5,ALF16_1_23_5_CASIA,Test,1_23,6.375,ALF16_1_23_CASIA,ALF16_1_23_5_CASIA
08_31_16,2016,VIG,2,ALF16,1,1,3,1,4,OTTM,1_3_4,ALF16_1_3_4_OTTM,Test,1_3,6.375,ALF16_1_3_OTTM,ALF16_1_3_4_OTTM
08_31_16,2016,VIG,2,ALF16,1,1,4,1,2,EURO,1_4_2,ALF16_1_4_2_EURO,Test,1_4,6.375,ALF16_1_4_EURO,ALF16_1_4_2_EURO
07_14_17,2017,VIG,5,ALF16,3,1,13,2,4,OTTM,2_13_4,ALF16_2_13_4_OTTM,Test,2_13,6.375,ALF16_2_13_OTTM,ALF16_2_13_4_OTTM
07_14_17,2017,VIG,5,ALF16,3,1,17,2,1,OTTM,2_17_1,ALF16_2_17_1_OTTM,Test,2_17,6.375,ALF16_2_17_OTTM,ALF16_2_17_1_OTTM
07_14_17,2017,VIG,5,ALF16,4,1,20,2,4,SIBR,2_20_4,ALF16_2_20_4_SIBR,Test,2_20,6.375,ALF16_2_20_SIBR,ALF16_2_20_4_SIBR
07_14_17,2017,VIG,5,ALF16,4,1,22,2,2,SIBR,2_22_2,ALF16_2_22_2_SIBR,Test,2_22,6.375,ALF16_2_22_SIBR,ALF16_2_22_2_SIBR
07_14_17,2017,VIG,5,ALF16,3,2,15,3,1,EURO,3_15_1,ALF16_3_15_1_EURO,Test,3_15,6.375,ALF16_3_15_EURO,ALF16_3_15_1_EURO
07_14_17,2017,VIG,5,ALF16,3,2,17,3,1,SIBR,3_17_1,ALF16_3_17_1_SIBR,Test,3_17,6.375,ALF16_3_17_SIBR,ALF16_3_17_1_SIBR
07_14_17,2017,VIG,5,ALF16,4,2,19,3,5,OTTM,3_19_5,ALF16_3_19_5_OTTM,Test,3_19,6.375,ALF16_3_19_OTTM,ALF16_3_19_5_OTTM
07_14_17,2017,VIG,5,ALF16,4,2,21,3,2,CASIA,3_21_2,ALF16_3_21_2_CASIA,Test,3_21,6.375,ALF16_3_21_CASIA,ALF16_3_21_2_CASIA
07_14_17,2017,VIG,5,ALF16,4,2,22,3,2,CASIA,3_22_2,ALF16_3_22_2_CASIA,Test,3_22,6.375,ALF16_3_22_CASIA,ALF16_3_22_2_CASIA
07_14_17,2017,VIG,5,ALF16,1,2,3,3,1,CASIA,3_3_1,ALF16_3_3_1_CASIA,Test,3_3,6.375,ALF16_3_3_CASIA,ALF16_3_3_1_CASIA
07_14_17,2017,VIG,5,ALF16,1,2,4,3,3,OTTM,3_4_3,ALF16_3_4_3_OTTM,Test,3_4,6.375,ALF16_3_4_OTTM,ALF16_3_4_3_OTTM
07_14_17,2017,VIG,5,ALF16,3,2,13,4,1,OTTM,4_13_1,ALF16_4_13_1_OTTM,Test,4_13,6.375,ALF16_4_13_OTTM,ALF16_4_13_1_OTTM
07_14_17,2017,VIG,5,ALF16,3,2,15,4,6,EURO,4_15_6,ALF16_4_15_6_EURO,Test,4_15,6.375,ALF16_4_15_EURO,ALF16_4_15_6_EURO
07_14_17,2017,VIG,5,ALF16,4,2,21,4,1,OTTM,4_21_1,ALF16_4_21_1_OTTM,Test,4_21,6.375,ALF16_4_21_OTTM,ALF16_4_21_1_OTTM
07_14_17,2017,VIG,5,ALF16,4,2,21,4,4,OTTM,4_21_4,ALF16_4_21_4_OTTM,Test,4_21,6.375,ALF16_4_21_OTTM,ALF16_4_21_4_OTTM
07_14_17,2017,VIG,5,ALF16,3,3,18,5,4,SIBR,5_18_4,ALF16_5_18_4_SIBR,Test,5_18,6.375,ALF16_5_18_SIBR,ALF16_5_18_4_SIBR
07_14_17,2017,VIG,5,ALF16,4,3,24,5,3,CASIA,5_24_3,ALF16_5_24_3_CASIA,Test,5_24,6.375,ALF16_5_24_CASIA,ALF16_5_24_3_CASIA
07_14_17,2017,VIG,5,ALF16,3,3,16,6,6,CASIA,6_16_6,ALF16_6_16_6_CASIA,Test,6_16,6.375,ALF16_6_16_CASIA,ALF16_6_16_6_CASIA
07_14_17,2017,VIG,5,ALF16,3,3,18,6,1,SIBR,6_18_1,ALF16_6_18_1_SIBR,Test,6_18,6.375,ALF16_6_18_SIBR,ALF16_6_18_1_SIBR
07_14_17,2017,VIG,5,ALF16,4,3,19,6,1,SIBR,6_19_1,ALF16_6_19_1_SIBR,Test,6_19,6.375,ALF16_6_19_SIBR,ALF16_6_19_1_SIBR
07_14_17,2017,VIG,5,ALF16,4,3,21,6,5,OTTM,6_21_5,ALF16_6_21_5_OTTM,Test,6_21,6.375,ALF16_6_21_OTTM,ALF16_6_21_5_OTTM
07_14_17,2017,VIG,5,ALF16,4,3,22,6,5,SIBR,6_22_5,ALF16_6_22_5_SIBR,Test,6_22,6.375,ALF16_6_22_SIBR,ALF16_6_22_5_SIBR
07_14_17,2017,VIG,5,ALF16,4,3,24,6,1,OTTM,6_24_1,ALF16_6_24_1_OTTM,Test,6_24,6.375,ALF16_6_24_OTTM,ALF16_6_24_1_OTTM
07_14_17,2017,VIG,5,ALF16,4,3,24,6,5,OTTM,6_24_5,ALF16_6_24_5_OTTM,Test,6_24,6.375,ALF16_6_24_OTTM,ALF16_6_24_5_OTTM
07_14_17,2017,VIG,5,ALF16,3,4,14,7,6,SIBR,7_14_6,ALF16_7_14_6_SIBR,Test,7_14,6.375,ALF16_7_14_SIBR,ALF16_7_14_6_SIBR
07_14_17,2017,VIG,5,ALF16,3,4,17,7,1,EURO,7_17_1,ALF16_7_17_1_EURO,Test,7_17,6.375,ALF16_7_17_EURO,ALF16_7_17_1_EURO
07_14_17,2017,VIG,5,ALF16,1,4,2,7,2,SIBR,7_2_2,ALF16_7_2_2_SIBR,Test,7_2,6.375,ALF16_7_2_SIBR,ALF16_7_2_2_SIBR
07_14_17,2017,VIG,5,ALF16,4,4,23,7,4,SIBR,7_23_4,ALF16_7_23_4_SIBR,Test,7_23,6.375,ALF16_7_23_SIBR,ALF16_7_23_4_SIBR
07_14_17,2017,VIG,5,ALF16,1,4,3,7,6,SIBR,7_3_6,ALF16_7_3_6_SIBR,Test,7_3,6.375,ALF16_7_3_SIBR,ALF16_7_3_6_SIBR
08_31_16,2016,VIG,2,ALF16,1,4,4,7,6,OTTM,7_4_6,ALF16_7_4_6_OTTM,Test,7_4,6.375,ALF16_7_4_OTTM,ALF16_7_4_6_OTTM
07_14_17,2017,VIG,5,ALF16,3,4,14,8,4,CASIA,8_14_4,ALF16_8_14_4_CASIA,Test,8_14,6.375,ALF16_8_14_CASIA,ALF16_8_14_4_CASIA
07_14_17,2017,VIG,5,ALF16,3,4,16,8,6,EURO,8_16_6,ALF16_8_16_6_EURO,Test,8_16,6.375,ALF16_8_16_EURO,ALF16_8_16_6_EURO
07_14_17,2017,VIG,5,ALF16,4,4,19,8,2,OTTM,8_19_2,ALF16_8_19_2_OTTM,Test,8_19,6.375,ALF16_8_19_OTTM,ALF16_8_19_2_OTTM
07_14_17,2017,VIG,5,ALF16,4,4,22,8,4,OTTM,8_22_4,ALF16_8_22_4_OTTM,Test,8_22,6.375,ALF16_8_22_OTTM,ALF16_8_22_4_OTTM
07_14_17,2017,VIG,5,ALF16,4,4,24,8,4,CASIA,8_24_4,ALF16_8_24_4_CASIA,Test,8_24,6.375,ALF16_8_24_CASIA,ALF16_8_24_4_CASIA
10_04_17,2017,VIG,7,ALF16,3,3,17,6,5,Vernal,6_17_5,ALF16_6_17_5_Vernal,Check4,6_17,6.3947,ALF16_Vernal,ALF16_Vernal
07_14_17,2017,VIG,5,ALF16,2,3,8,6,3,Genoa,6_8_3,ALF16_6_8_3_Genoa,Check2,6_8,6.4286,ALF16_Genoa,ALF16_Genoa
07_04_18,2018,VIG,8,ALF16,3,1,14,2,3,Hybriforce3400,2_14_3,ALF16_2_14_3_Hybriforce3400,Check3,2_14,6.4286,ALF16_Hybriforce3400,ALF16_Hybriforce3400
07_04_18,2018,VIG,8,ALF16,1,2,1,4,5,Hybriforce3400,4_1_5,ALF16_4_1_5_Hybriforce3400,Check3,4_1,6.4286,ALF16_Hybriforce3400,ALF16_Hybriforce3400
07_14_17,2017,VIG,5,ALF16,2,2,12,4,5,Vernal,4_12_5,ALF16_4_12_5_Vernal,Check4,4_12,6.4286,ALF16_Vernal,ALF16_Vernal
07_14_17,2017,VIG,5,ALF16,2,2,12,4,6,Vernal,4_12_6,ALF16_4_12_6_Vernal,Check4,4_12,6.4286,ALF16_Vernal,ALF16_Vernal
07_04_18,2018,VIG,8,ALF16,3,3,17,6,1,Vernal,6_17_1,ALF16_6_17_1_Vernal,Check4,6_17,6.4286,ALF16_Vernal,ALF16_Vernal
07_04_18,2018,VIG,8,ALF16,2,1,10,1,2,OTTM,1_10_2,ALF16_1_10_2_OTTM,Test,1_10,6.4286,ALF16_1_10_OTTM,ALF16_1_10_2_OTTM
07_14_17,2017,VIG,5,ALF16,2,1,10,1,4,OTTM,1_10_4,ALF16_1_10_4_OTTM,Test,1_10,6.4286,ALF16_1_10_OTTM,ALF16_1_10_4_OTTM
07_14_17,2017,VIG,5,ALF16,2,1,11,1,2,SIBR,1_11_2,ALF16_1_11_2_SIBR,Test,1_11,6.4286,ALF16_1_11_SIBR,ALF16_1_11_2_SIBR
07_04_18,2018,VIG,8,ALF16,2,1,12,1,5,EURO,1_12_5,ALF16_1_12_5_EURO,Test,1_12,6.4286,ALF16_1_12_EURO,ALF16_1_12_5_EURO
07_04_18,2018,VIG,8,ALF16,3,1,14,1,5,OTTM,1_14_5,ALF16_1_14_5_OTTM,Test,1_14,6.4286,ALF16_1_14_OTTM,ALF16_1_14_5_OTTM
07_04_18,2018,VIG,8,ALF16,3,1,14,1,6,OTTM,1_14_6,ALF16_1_14_6_OTTM,Test,1_14,6.4286,ALF16_1_14_OTTM,ALF16_1_14_6_OTTM
07_04_18,2018,VIG,8,ALF16,3,1,15,1,3,SIBR,1_15_3,ALF16_1_15_3_SIBR,Test,1_15,6.4286,ALF16_1_15_SIBR,ALF16_1_15_3_SIBR
07_04_18,2018,VIG,8,ALF16,3,1,18,1,5,CASIA,1_18_5,ALF16_1_18_5_CASIA,Test,1_18,6.4286,ALF16_1_18_CASIA,ALF16_1_18_5_CASIA
07_04_18,2018,VIG,8,ALF16,1,1,6,1,3,EURO,1_6_3,ALF16_1_6_3_EURO,Test,1_6,6.4286,ALF16_1_6_EURO,ALF16_1_6_3_EURO
07_04_18,2018,VIG,8,ALF16,2,1,8,1,1,OTTM,1_8_1,ALF16_1_8_1_OTTM,Test,1_8,6.4286,ALF16_1_8_OTTM,ALF16_1_8_1_OTTM
07_14_17,2017,VIG,5,ALF16,2,1,10,2,6,SIBR,2_10_6,ALF16_2_10_6_SIBR,Test,2_10,6.4286,ALF16_2_10_SIBR,ALF16_2_10_6_SIBR
07_04_18,2018,VIG,8,ALF16,3,1,15,2,6,CASIA,2_15_6,ALF16_2_15_6_CASIA,Test,2_15,6.4286,ALF16_2_15_CASIA,ALF16_2_15_6_CASIA
07_04_18,2018,VIG,8,ALF16,3,1,17,2,3,OTTM,2_17_3,ALF16_2_17_3_OTTM,Test,2_17,6.4286,ALF16_2_17_OTTM,ALF16_2_17_3_OTTM
07_04_18,2018,VIG,8,ALF16,3,1,18,2,3,SIBR,2_18_3,ALF16_2_18_3_SIBR,Test,2_18,6.4286,ALF16_2_18_SIBR,ALF16_2_18_3_SIBR
07_04_18,2018,VIG,8,ALF16,1,1,6,2,3,CASIA,2_6_3,ALF16_2_6_3_CASIA,Test,2_6,6.4286,ALF16_2_6_CASIA,ALF16_2_6_3_CASIA
07_04_18,2018,VIG,8,ALF16,2,1,7,2,3,OTTM,2_7_3,ALF16_2_7_3_OTTM,Test,2_7,6.4286,ALF16_2_7_OTTM,ALF16_2_7_3_OTTM
07_04_18,2018,VIG,8,ALF16,2,2,11,3,2,SIBR,3_11_2,ALF16_3_11_2_SIBR,Test,3_11,6.4286,ALF16_3_11_SIBR,ALF16_3_11_2_SIBR
07_14_17,2017,VIG,5,ALF16,2,2,11,3,3,SIBR,3_11_3,ALF16_3_11_3_SIBR,Test,3_11,6.4286,ALF16_3_11_SIBR,ALF16_3_11_3_SIBR
07_04_18,2018,VIG,8,ALF16,2,2,11,3,6,SIBR,3_11_6,ALF16_3_11_6_SIBR,Test,3_11,6.4286,ALF16_3_11_SIBR,ALF16_3_11_6_SIBR
07_04_18,2018,VIG,8,ALF16,2,2,12,3,5,CASIA,3_12_5,ALF16_3_12_5_CASIA,Test,3_12,6.4286,ALF16_3_12_CASIA,ALF16_3_12_5_CASIA
07_04_18,2018,VIG,8,ALF16,3,2,13,3,3,SIBR,3_13_3,ALF16_3_13_3_SIBR,Test,3_13,6.4286,ALF16_3_13_SIBR,ALF16_3_13_3_SIBR
07_04_18,2018,VIG,8,ALF16,3,2,14,3,4,OTTM,3_14_4,ALF16_3_14_4_OTTM,Test,3_14,6.4286,ALF16_3_14_OTTM,ALF16_3_14_4_OTTM
07_04_18,2018,VIG,8,ALF16,3,2,14,3,5,OTTM,3_14_5,ALF16_3_14_5_OTTM,Test,3_14,6.4286,ALF16_3_14_OTTM,ALF16_3_14_5_OTTM
07_04_18,2018,VIG,8,ALF16,3,2,16,3,4,CASIA,3_16_4,ALF16_3_16_4_CASIA,Test,3_16,6.4286,ALF16_3_16_CASIA,ALF16_3_16_4_CASIA
07_04_18,2018,VIG,8,ALF16,3,2,17,3,1,SIBR,3_17_1,ALF16_3_17_1_SIBR,Test,3_17,6.4286,ALF16_3_17_SIBR,ALF16_3_17_1_SIBR
07_14_17,2017,VIG,5,ALF16,2,2,7,3,2,CASIA,3_7_2,ALF16_3_7_2_CASIA,Test,3_7,6.4286,ALF16_3_7_CASIA,ALF16_3_7_2_CASIA
07_14_17,2017,VIG,5,ALF16,2,2,8,3,4,SIBR,3_8_4,ALF16_3_8_4_SIBR,Test,3_8,6.4286,ALF16_3_8_SIBR,ALF16_3_8_4_SIBR
07_04_18,2018,VIG,8,ALF16,3,2,16,4,6,CASIA,4_16_6,ALF16_4_16_6_CASIA,Test,4_16,6.4286,ALF16_4_16_CASIA,ALF16_4_16_6_CASIA
07_04_18,2018,VIG,8,ALF16,3,2,17,4,6,EURO,4_17_6,ALF16_4_17_6_EURO,Test,4_17,6.4286,ALF16_4_17_EURO,ALF16_4_17_6_EURO
07_04_18,2018,VIG,8,ALF16,1,2,2,4,6,SIBR,4_2_6,ALF16_4_2_6_SIBR,Test,4_2,6.4286,ALF16_4_2_SIBR,ALF16_4_2_6_SIBR
07_14_17,2017,VIG,5,ALF16,2,2,8,4,1,EURO,4_8_1,ALF16_4_8_1_EURO,Test,4_8,6.4286,ALF16_4_8_EURO,ALF16_4_8_1_EURO
07_14_17,2017,VIG,5,ALF16,2,2,9,4,1,OTTM,4_9_1,ALF16_4_9_1_OTTM,Test,4_9,6.4286,ALF16_4_9_OTTM,ALF16_4_9_1_OTTM
07_14_17,2017,VIG,5,ALF16,2,3,10,5,4,EURO,5_10_4,ALF16_5_10_4_EURO,Test,5_10,6.4286,ALF16_5_10_EURO,ALF16_5_10_4_EURO
07_14_17,2017,VIG,5,ALF16,2,3,11,5,1,EURO,5_11_1,ALF16_5_11_1_EURO,Test,5_11,6.4286,ALF16_5_11_EURO,ALF16_5_11_1_EURO
07_14_17,2017,VIG,5,ALF16,2,3,12,5,1,CASIA,5_12_1,ALF16_5_12_1_CASIA,Test,5_12,6.4286,ALF16_5_12_CASIA,ALF16_5_12_1_CASIA
07_14_17,2017,VIG,5,ALF16,2,3,12,5,2,CASIA,5_12_2,ALF16_5_12_2_CASIA,Test,5_12,6.4286,ALF16_5_12_CASIA,ALF16_5_12_2_CASIA
07_04_18,2018,VIG,8,ALF16,3,3,13,5,2,OTTM,5_13_2,ALF16_5_13_2_OTTM,Test,5_13,6.4286,ALF16_5_13_OTTM,ALF16_5_13_2_OTTM
07_04_18,2018,VIG,8,ALF16,3,3,15,5,2,CASIA,5_15_2,ALF16_5_15_2_CASIA,Test,5_15,6.4286,ALF16_5_15_CASIA,ALF16_5_15_2_CASIA
07_04_18,2018,VIG,8,ALF16,3,3,17,5,1,CASIA,5_17_1,ALF16_5_17_1_CASIA,Test,5_17,6.4286,ALF16_5_17_CASIA,ALF16_5_17_1_CASIA
07_04_18,2018,VIG,8,ALF16,3,3,17,5,3,CASIA,5_17_3,ALF16_5_17_3_CASIA,Test,5_17,6.4286,ALF16_5_17_CASIA,ALF16_5_17_3_CASIA
07_04_18,2018,VIG,8,ALF16,3,3,18,5,2,SIBR,5_18_2,ALF16_5_18_2_SIBR,Test,5_18,6.4286,ALF16_5_18_SIBR,ALF16_5_18_2_SIBR
07_04_18,2018,VIG,8,ALF16,3,3,18,5,4,SIBR,5_18_4,ALF16_5_18_4_SIBR,Test,5_18,6.4286,ALF16_5_18_SIBR,ALF16_5_18_4_SIBR
07_04_18,2018,VIG,8,ALF16,1,3,2,5,1,EURO,5_2_1,ALF16_5_2_1_EURO,Test,5_2,6.4286,ALF16_5_2_EURO,ALF16_5_2_1_EURO
07_04_18,2018,VIG,8,ALF16,2,3,7,5,1,SIBR,5_7_1,ALF16_5_7_1_SIBR,Test,5_7,6.4286,ALF16_5_7_SIBR,ALF16_5_7_1_SIBR
07_04_18,2018,VIG,8,ALF16,2,3,7,5,3,SIBR,5_7_3,ALF16_5_7_3_SIBR,Test,5_7,6.4286,ALF16_5_7_SIBR,ALF16_5_7_3_SIBR
07_14_17,2017,VIG,5,ALF16,2,3,7,5,5,SIBR,5_7_5,ALF16_5_7_5_SIBR,Test,5_7,6.4286,ALF16_5_7_SIBR,ALF16_5_7_5_SIBR
07_14_17,2017,VIG,5,ALF16,2,3,8,5,2,SIBR,5_8_2,ALF16_5_8_2_SIBR,Test,5_8,6.4286,ALF16_5_8_SIBR,ALF16_5_8_2_SIBR
07_04_18,2018,VIG,8,ALF16,2,3,8,5,5,SIBR,5_8_5,ALF16_5_8_5_SIBR,Test,5_8,6.4286,ALF16_5_8_SIBR,ALF16_5_8_5_SIBR
07_04_18,2018,VIG,8,ALF16,2,3,11,6,2,EURO,6_11_2,ALF16_6_11_2_EURO,Test,6_11,6.4286,ALF16_6_11_EURO,ALF16_6_11_2_EURO
07_04_18,2018,VIG,8,ALF16,2,3,12,6,5,CASIA,6_12_5,ALF16_6_12_5_CASIA,Test,6_12,6.4286,ALF16_6_12_CASIA,ALF16_6_12_5_CASIA
07_04_18,2018,VIG,8,ALF16,3,3,13,6,6,OTTM,6_13_6,ALF16_6_13_6_OTTM,Test,6_13,6.4286,ALF16_6_13_OTTM,ALF16_6_13_6_OTTM
07_04_18,2018,VIG,8,ALF16,3,3,15,6,4,EURO,6_15_4,ALF16_6_15_4_EURO,Test,6_15,6.4286,ALF16_6_15_EURO,ALF16_6_15_4_EURO
07_04_18,2018,VIG,8,ALF16,3,3,16,6,5,CASIA,6_16_5,ALF16_6_16_5_CASIA,Test,6_16,6.4286,ALF16_6_16_CASIA,ALF16_6_16_5_CASIA
07_04_18,2018,VIG,8,ALF16,3,3,18,6,2,SIBR,6_18_2,ALF16_6_18_2_SIBR,Test,6_18,6.4286,ALF16_6_18_SIBR,ALF16_6_18_2_SIBR
07_14_17,2017,VIG,5,ALF16,2,3,7,6,5,OTTM,6_7_5,ALF16_6_7_5_OTTM,Test,6_7,6.4286,ALF16_6_7_OTTM,ALF16_6_7_5_OTTM
07_14_17,2017,VIG,5,ALF16,2,3,7,6,6,OTTM,6_7_6,ALF16_6_7_6_OTTM,Test,6_7,6.4286,ALF16_6_7_OTTM,ALF16_6_7_6_OTTM
07_04_18,2018,VIG,8,ALF16,2,3,9,6,4,SIBR,6_9_4,ALF16_6_9_4_SIBR,Test,6_9,6.4286,ALF16_6_9_SIBR,ALF16_6_9_4_SIBR
07_04_18,2018,VIG,8,ALF16,2,4,10,7,3,CASIA,7_10_3,ALF16_7_10_3_CASIA,Test,7_10,6.4286,ALF16_7_10_CASIA,ALF16_7_10_3_CASIA
07_14_17,2017,VIG,5,ALF16,2,4,11,7,6,EURO,7_11_6,ALF16_7_11_6_EURO,Test,7_11,6.4286,ALF16_7_11_EURO,ALF16_7_11_6_EURO
07_04_18,2018,VIG,8,ALF16,3,4,15,7,3,SIBR,7_15_3,ALF16_7_15_3_SIBR,Test,7_15,6.4286,ALF16_7_15_SIBR,ALF16_7_15_3_SIBR
07_04_18,2018,VIG,8,ALF16,3,4,15,7,5,SIBR,7_15_5,ALF16_7_15_5_SIBR,Test,7_15,6.4286,ALF16_7_15_SIBR,ALF16_7_15_5_SIBR
07_04_18,2018,VIG,8,ALF16,3,4,15,7,6,SIBR,7_15_6,ALF16_7_15_6_SIBR,Test,7_15,6.4286,ALF16_7_15_SIBR,ALF16_7_15_6_SIBR
07_04_18,2018,VIG,8,ALF16,3,4,17,7,1,EURO,7_17_1,ALF16_7_17_1_EURO,Test,7_17,6.4286,ALF16_7_17_EURO,ALF16_7_17_1_EURO
07_04_18,2018,VIG,8,ALF16,3,4,17,7,2,EURO,7_17_2,ALF16_7_17_2_EURO,Test,7_17,6.4286,ALF16_7_17_EURO,ALF16_7_17_2_EURO
07_04_18,2018,VIG,8,ALF16,3,4,17,7,4,EURO,7_17_4,ALF16_7_17_4_EURO,Test,7_17,6.4286,ALF16_7_17_EURO,ALF16_7_17_4_EURO
07_14_17,2017,VIG,5,ALF16,2,4,8,7,2,OTTM,7_8_2,ALF16_7_8_2_OTTM,Test,7_8,6.4286,ALF16_7_8_OTTM,ALF16_7_8_2_OTTM
07_04_18,2018,VIG,8,ALF16,2,4,8,7,3,OTTM,7_8_3,ALF16_7_8_3_OTTM,Test,7_8,6.4286,ALF16_7_8_OTTM,ALF16_7_8_3_OTTM
07_04_18,2018,VIG,8,ALF16,1,4,1,8,1,EURO,8_1_1,ALF16_8_1_1_EURO,Test,8_1,6.4286,ALF16_8_1_EURO,ALF16_8_1_1_EURO
07_14_17,2017,VIG,5,ALF16,2,4,10,8,6,EURO,8_10_6,ALF16_8_10_6_EURO,Test,8_10,6.4286,ALF16_8_10_EURO,ALF16_8_10_6_EURO
07_04_18,2018,VIG,8,ALF16,2,4,12,8,3,SIBR,8_12_3,ALF16_8_12_3_SIBR,Test,8_12,6.4286,ALF16_8_12_SIBR,ALF16_8_12_3_SIBR
07_04_18,2018,VIG,8,ALF16,2,4,12,8,5,SIBR,8_12_5,ALF16_8_12_5_SIBR,Test,8_12,6.4286,ALF16_8_12_SIBR,ALF16_8_12_5_SIBR
07_04_18,2018,VIG,8,ALF16,3,4,13,8,2,EURO,8_13_2,ALF16_8_13_2_EURO,Test,8_13,6.4286,ALF16_8_13_EURO,ALF16_8_13_2_EURO
07_04_18,2018,VIG,8,ALF16,3,4,13,8,6,EURO,8_13_6,ALF16_8_13_6_EURO,Test,8_13,6.4286,ALF16_8_13_EURO,ALF16_8_13_6_EURO
07_04_18,2018,VIG,8,ALF16,3,4,14,8,1,CASIA,8_14_1,ALF16_8_14_1_CASIA,Test,8_14,6.4286,ALF16_8_14_CASIA,ALF16_8_14_1_CASIA
07_04_18,2018,VIG,8,ALF16,3,4,17,8,6,CASIA,8_17_6,ALF16_8_17_6_CASIA,Test,8_17,6.4286,ALF16_8_17_CASIA,ALF16_8_17_6_CASIA
07_04_18,2018,VIG,8,ALF16,3,4,18,8,6,OTTM,8_18_6,ALF16_8_18_6_OTTM,Test,8_18,6.4286,ALF16_8_18_OTTM,ALF16_8_18_6_OTTM
07_14_17,2017,VIG,5,ALF16,2,4,7,8,2,CASIA,8_7_2,ALF16_8_7_2_CASIA,Test,8_7,6.4286,ALF16_8_7_CASIA,ALF16_8_7_2_CASIA
07_14_17,2017,VIG,5,ALF16,2,4,7,8,5,CASIA,8_7_5,ALF16_8_7_5_CASIA,Test,8_7,6.4286,ALF16_8_7_CASIA,ALF16_8_7_5_CASIA
07_04_18,2018,VIG,8,ALF16,2,4,9,8,6,CASIA,8_9_6,ALF16_8_9_6_CASIA,Test,8_9,6.4286,ALF16_8_9_CASIA,ALF16_8_9_6_CASIA
08_08_18,2018,VIG,9,ALF16,4,1,20,1,5,CASIA,1_20_5,ALF16_1_20_5_CASIA,Test,1_20,6.5,ALF16_1_20_CASIA,ALF16_1_20_5_CASIA
10_04_17,2017,VIG,7,ALF16,4,4,20,8,5,Genoa,8_20_5,ALF16_8_20_5_Genoa,Check2,8_20,6.525,ALF16_Genoa,ALF16_Genoa
10_31_18,2018,VIG,10,ALF16,3,3,16,5,1,55H94,5_16_1,ALF16_5_16_1_55H94,Check1,5_16,6.5455,ALF16_55H94,ALF16_55H94
05_16_17,2017,VIG,4,ALF16,2,4,11,8,3,55H94,8_11_3,ALF16_8_11_3_55H94,Check1,8_11,6.5455,ALF16_55H94,ALF16_55H94
05_16_17,2017,VIG,4,ALF16,4,4,20,8,1,Genoa,8_20_1,ALF16_8_20_1_Genoa,Check2,8_20,6.5455,ALF16_Genoa,ALF16_Genoa
05_16_17,2017,VIG,4,ALF16,4,4,20,8,2,Genoa,8_20_2,ALF16_8_20_2_Genoa,Check2,8_20,6.5455,ALF16_Genoa,ALF16_Genoa
05_16_17,2017,VIG,4,ALF16,4,4,20,8,4,Genoa,8_20_4,ALF16_8_20_4_Genoa,Check2,8_20,6.5455,ALF16_Genoa,ALF16_Genoa
10_31_18,2018,VIG,10,ALF16,3,2,18,3,6,Hybriforce3400,3_18_6,ALF16_3_18_6_Hybriforce3400,Check3,3_18,6.5455,ALF16_Hybriforce3400,ALF16_Hybriforce3400
10_31_18,2018,VIG,10,ALF16,3,1,16,1,2,CASIA,1_16_2,ALF16_1_16_2_CASIA,Test,1_16,6.5455,ALF16_1_16_CASIA,ALF16_1_16_2_CASIA
10_31_18,2018,VIG,10,ALF16,3,1,17,2,4,OTTM,2_17_4,ALF16_2_17_4_OTTM,Test,2_17,6.5455,ALF16_2_17_OTTM,ALF16_2_17_4_OTTM
10_31_18,2018,VIG,10,ALF16,3,3,13,6,4,OTTM,6_13_4,ALF16_6_13_4_OTTM,Test,6_13,6.5455,ALF16_6_13_OTTM,ALF16_6_13_4_OTTM
10_31_18,2018,VIG,10,ALF16,3,3,14,6,4,OTTM,6_14_4,ALF16_6_14_4_OTTM,Test,6_14,6.5455,ALF16_6_14_OTTM,ALF16_6_14_4_OTTM
10_31_18,2018,VIG,10,ALF16,3,3,15,6,5,EURO,6_15_5,ALF16_6_15_5_EURO,Test,6_15,6.5455,ALF16_6_15_EURO,ALF16_6_15_5_EURO
10_31_18,2018,VIG,10,ALF16,3,3,18,6,1,SIBR,6_18_1,ALF16_6_18_1_SIBR,Test,6_18,6.5455,ALF16_6_18_SIBR,ALF16_6_18_1_SIBR
05_16_17,2017,VIG,4,ALF16,1,4,1,7,4,EURO,7_1_4,ALF16_7_1_4_EURO,Test,7_1,6.5455,ALF16_7_1_EURO,ALF16_7_1_4_EURO
